Light,Time,O2 signal,H2O2 signal,,H2O2,
138,11:36:53,0.50242,-0.0082913,,,
138,11:36:54,0.50296,-0.0083129,,,
138,11:36:55,0.50346,-0.0083435,,,
138,11:36:56,0.50395,-0.0082079,,,
138,11:36:57,0.50434,-0.0082092,,,
138,11:36:58,0.50446,-0.0083473,,,
138,11:36:59,0.50449,-0.0081493,,,
138,11:37:00,0.50437,-0.0081468,,,
138,11:37:01,0.50375,-0.0082264,,,
138,11:37:02,0.50312,-0.0082079,,,
138,11:37:03,0.50172,-0.0083027,,,
138,11:37:04,0.5004,-0.008255,,,
138,11:37:05,0.49876,-0.0082022,,,
138,11:37:06,0.49726,-0.0082334,,,
138,11:37:07,0.49593,-0.0082251,,,
138,11:37:08,0.49507,-0.0080863,,,
138,11:37:09,0.49421,-0.0080952,,,
138,11:37:10,0.4936,-0.0079921,,,
138,11:37:11,0.49323,-0.0096071,,,
138,11:37:12,0.49252,-0.0080736,,,
138,11:37:13,0.49201,-0.0080398,,,
138,11:37:14,0.49119,-0.0080328,,,
138,11:37:15,0.49013,-0.0081156,,,
138,11:37:16,0.48901,-0.0080118,,,
138,11:37:17,0.48765,-0.0080309,,,
138,11:37:18,0.48573,-0.0081194,,,
138,11:37:19,0.48395,-0.007903,,,
138,11:37:20,0.4818,-0.008001,,,
138,11:37:21,0.47963,-0.0080347,,,
138,11:37:22,0.47755,-0.0076865,,,
138,11:37:23,0.47586,-0.007938,,,
138,11:37:24,0.47433,-0.0078419,,,
138,11:37:25,0.47308,-0.0076904,,,
138,11:37:26,0.4724,-0.0077642,,,
138,11:37:27,0.47174,-0.0077566,,,
138,11:37:28,0.47161,-0.0079221,,,
138,11:37:29,0.47154,-0.0079087,,,
138,11:37:30,0.47138,-0.0077808,,,
138,11:37:31,0.47133,-0.0077368,,,
138,11:37:32,0.47128,-0.0079119,,,
138,11:37:33,0.47136,-0.0077687,,,
138,11:37:34,0.47123,-0.0077878,,,
138,11:37:35,0.47101,-0.0077648,,,
138,11:37:36,0.47051,-0.007754,,,
138,11:37:37,0.46996,-0.0077597,,,
138,11:37:38,0.46905,-0.0078291,,,
138,11:37:39,0.46822,-0.0075102,,,
138,11:37:40,0.46732,-0.0079068,,,
138,11:37:41,0.46671,-0.0077018,,,
138,11:37:42,0.46616,-0.0076993,,,
138,11:37:43,0.46586,-0.0078183,,,
138,11:37:44,0.46563,-0.0076961,,,
138,11:37:45,0.46549,-0.0077502,,,
138,11:37:46,0.46541,-0.0077438,,,
138,11:37:47,0.46549,-0.0076152,,,
138,11:37:48,0.46588,-0.0076808,,,
138,11:37:49,0.46615,-0.0077852,,,
138,11:37:50,0.46673,-0.0075866,,,
138,11:37:51,0.46736,-0.0076439,,,
138,11:37:52,0.46806,-0.0076585,,,
138,11:37:53,0.46875,-0.0074364,,,
138,11:37:54,0.46877,-0.0075732,,,
138,11:37:55,0.46867,-0.0075357,,,
138,11:37:56,0.46829,-0.0075465,,,
138,11:37:57,0.46761,-0.0076515,,,
138,11:37:58,0.46697,-0.0076299,,,
138,11:37:59,0.46639,-0.0074351,,,
138,11:38:00,0.46585,-0.0076713,,,
138,11:38:01,0.4655,-0.0076159,,,
138,11:38:02,0.46527,-0.0075306,,,
138,11:38:03,0.46504,-0.0075891,,,
138,11:38:04,0.46475,-0.0074415,,,
138,11:38:05,0.46406,-0.0074873,,,
138,11:38:06,0.46346,-0.0075287,,,
138,11:38:07,0.46236,-0.0076929,,,
138,11:38:08,0.46135,-0.0075707,,,
138,11:38:09,0.46037,-0.0076643,,,
138,11:38:10,0.45948,-0.0074758,,,
138,11:38:11,0.45844,-0.0076102,,,
138,11:38:12,0.45765,-0.007642,,,
138,11:38:13,0.45693,-0.0076356,,,
138,11:38:14,0.45597,-0.0076853,,,
138,11:38:15,0.4553,-0.0075821,,,
138,11:38:16,0.45482,-0.0068424,,,
138,11:38:17,0.45376,-0.0076165,,,
138,11:38:18,0.4532,-0.0080118,,,
138,11:38:19,0.45251,-0.0085497,,,
138,11:38:20,0.45251,-0.0091386,,,
138,11:38:21,0.45238,-0.0095027,,,
138,11:38:22,0.45222,-0.0097923,,,
138,11:38:23,0.45239,-0.0099139,,,
138,11:38:24,0.45276,-0.0097522,,,
138,11:38:25,0.45295,-0.0099094,,,
138,11:38:26,0.45306,-0.0099177,,,
138,11:38:27,0.45305,-0.0098025,,,
138,11:38:28,0.45334,-0.0096822,,,
138,11:38:29,0.45363,-0.0097287,,,
138,11:38:30,0.45392,-0.0095835,,,
138,11:38:31,0.45459,-0.0095065,,,
138,11:38:32,0.45515,-0.0093881,,,
138,11:38:33,0.45595,-0.0094422,,,
138,11:38:34,0.45678,-0.0095205,,,
138,11:38:35,0.45789,-0.0092379,,,
138,11:38:36,0.45898,-0.0093365,,,
138,11:38:37,0.46012,-0.0094912,,,
138,11:38:38,0.46122,-0.0092901,,,
138,11:38:39,0.46237,-0.0094015,,,
138,11:38:40,0.46345,-0.0093251,,,
138,11:38:41,0.46486,-0.0092805,,,
138,11:38:42,0.46602,-0.009432,,,
138,11:38:43,0.46742,-0.0094059,,,
138,11:38:44,0.46913,-0.009178,,,
138,11:38:45,0.47076,-0.0093906,,,
138,11:38:46,0.47255,-0.0093976,,,
138,11:38:47,0.47428,-0.0093671,,,
138,11:38:48,0.476,-0.0094231,,,
138,11:38:49,0.47731,-0.0093461,,,
138,11:38:50,0.47835,-0.0094677,,,
138,11:38:51,0.47889,-0.0095345,,,
138,11:38:52,0.47947,-0.0093302,,,
138,11:38:53,0.4802,-0.0090787,,,
138,11:38:54,0.48002,-0.0094167,,,
138,11:38:55,0.48009,-0.0092659,,,
138,11:38:56,0.47974,-0.0094365,,,
138,11:38:57,0.47923,-0.0093193,,,
138,11:38:58,0.47817,-0.0092722,,,
138,11:38:59,0.47733,-0.0092767,,,
138,11:39:00,0.47654,-0.0091806,,,
138,11:39:01,0.47603,-0.009094,,,
138,11:39:02,0.47595,-0.0091787,,,
138,11:39:03,0.47613,-0.0089781,,,
138,11:39:04,0.47639,-0.0090278,,,
138,11:39:05,0.47701,-0.009122,,,
138,11:39:06,0.4776,-0.008961,,,
138,11:39:07,0.47831,-0.0090316,,,
138,11:39:08,0.47918,-0.0090284,,,
138,11:39:09,0.47985,-0.0088757,,,
138,11:39:10,0.48047,-0.009003,,,
138,11:39:11,0.48107,-0.0089578,,,
138,11:39:12,0.48178,-0.0082894,,,
138,11:39:13,0.48165,-0.0089921,,,
138,11:39:14,0.48177,-0.0088406,,,
138,11:39:15,0.48162,-0.0087471,,,
138,11:39:16,0.4815,-0.0089565,,,
138,11:39:17,0.48155,-0.0087121,,,
138,11:39:18,0.4815,-0.0087904,,,
138,11:39:19,0.48192,-0.0087458,,,
138,11:39:20,0.48206,-0.0086325,,,
138,11:39:21,0.48184,-0.0088413,,,
138,11:39:22,0.48157,-0.0087292,,,
138,11:39:23,0.48059,-0.0086459,,,
138,11:39:24,0.47923,-0.0086809,,,
138,11:39:25,0.47724,-0.0086115,,,
138,11:39:26,0.47516,-0.0085389,,,
138,11:39:27,0.47302,-0.0085243,,,
138,11:39:28,0.47125,-0.0085453,,,
138,11:39:29,0.46948,-0.0087,,,
138,11:39:30,0.46798,-0.0086185,,,
138,11:39:31,0.4665,-0.012591,,,
138,11:39:32,0.46548,-0.0085459,,,
138,11:39:33,0.46457,-0.0085987,,,
138,11:39:34,0.4637,-0.0085173,,,
138,11:39:35,0.46305,-0.008488,,,
138,11:39:36,0.4629,-0.0086471,,,
138,11:39:37,0.46284,-0.0085173,,,
138,11:39:38,0.46289,-0.0085898,,,
138,11:39:39,0.46301,-0.0086713,,,
138,11:39:40,0.46283,-0.0085217,,,
138,11:39:41,0.46282,-0.0087121,,,
138,11:39:42,0.46262,-0.0085504,,,
138,11:39:43,0.46246,-0.0086777,,,
138,11:39:44,0.4621,-0.0087865,,,
138,11:39:45,0.46205,-0.0087012,,,
138,11:39:46,0.46182,-0.0087878,,,
138,11:39:47,0.46189,-0.0088165,,,
138,11:39:48,0.46217,-0.0087923,,,
138,11:39:49,0.46239,-0.008982,,,
138,11:39:50,0.46318,-0.0084753,,,
138,11:39:51,0.464,-0.0089158,,,
138,11:39:52,0.46504,-0.0090393,,,
138,11:39:53,0.46543,-0.0088616,,,
138,11:39:54,0.46528,-0.0089024,,,
138,11:39:55,0.46477,-0.0089081,,,
138,11:39:56,0.46435,-0.0086942,,,
138,11:39:57,0.46407,-0.008691,,,
138,11:39:58,0.46379,-0.0087,,,
138,11:39:59,0.46365,-0.0085096,,,
138,11:40:00,0.46357,-0.0085262,,,
138,11:40:01,0.46329,-0.00846,,,
138,11:40:02,0.46306,-0.0083702,,,
138,11:40:03,0.46298,-0.0085478,,,
138,11:40:04,0.46325,-0.0083836,,,
138,11:40:05,0.46397,-0.0083352,,,
138,11:40:06,0.46481,-0.0083683,,,
138,11:40:07,0.46614,-0.0082951,,,
138,11:40:08,0.46729,-0.0082009,,,
138,11:40:09,0.4684,-0.0083562,,,
138,11:40:10,0.46913,-0.0081754,,,
138,11:40:11,0.46932,-0.0080933,,,
138,11:40:12,0.46899,-0.0081557,,,
138,11:40:13,0.46842,-0.0079202,,,
138,11:40:14,0.46771,-0.0080526,,,
138,11:40:15,0.46687,-0.0081888,,,
138,11:40:16,0.46626,-0.0079463,,,
138,11:40:17,0.46535,-0.0080137,,,
138,11:40:18,0.46495,-0.0084339,,,
138,11:40:19,0.46535,-0.008143,,,
138,11:40:20,0.46608,-0.0078508,,,
138,11:40:21,0.46704,-0.0079609,,,
138,11:40:22,0.46819,-0.0077871,,,
138,11:40:23,0.46951,-0.0080437,,,
138,11:40:24,0.47057,-0.0076509,,,
138,11:40:25,0.47136,-0.0077298,,,
138,11:40:26,0.47199,-0.0079851,,,
138,11:40:27,0.47265,-0.0073988,,,
138,11:40:28,0.47222,-0.007556,,,
138,11:40:29,0.47206,-0.0078145,,,
138,11:40:30,0.47171,-0.0076846,,,
138,11:40:31,0.47132,-0.0078438,,,
138,11:40:32,0.47089,-0.0077795,,,
138,11:40:33,0.47083,-0.007847,,,
138,11:40:34,0.47068,-0.0079157,,,
138,11:40:35,0.47072,-0.0076955,,,
138,11:40:36,0.47096,-0.0076534,,,
138,11:40:37,0.47103,-0.0078228,,,
138,11:40:38,0.47106,-0.0076248,,,
138,11:40:39,0.47081,-0.0076802,,,
138,11:40:40,0.47074,-0.0079291,,,
138,11:40:41,0.46995,-0.0078495,,,
138,11:40:42,0.46933,-0.0077897,,,
138,11:40:43,0.46856,-0.0079749,,,
138,11:40:44,0.4678,-0.0078024,,,
138,11:40:45,0.46653,-0.0078985,,,
138,11:40:46,0.46507,-0.0078387,,,
138,11:40:47,0.46305,-0.0076929,,,
138,11:40:48,0.46107,-0.0078132,,,
138,11:40:49,0.45931,-0.0080405,,,
138,11:40:50,0.45795,-0.0077948,,,
138,11:40:51,0.45696,-0.007931,,,
138,11:40:52,0.45632,-0.0079221,,,
138,11:40:53,0.45606,-0.0077897,,,
138,11:40:54,0.45589,-0.0080354,,,
138,11:40:55,0.45582,-0.0082003,,,
138,11:40:56,0.45611,-0.0078323,,,
138,11:40:57,0.45647,-0.0078501,,,
138,11:40:58,0.45695,-0.00784,,,
138,11:40:59,0.45749,-0.0077432,,,
138,11:41:00,0.45782,-0.0077998,,,
138,11:41:01,0.45821,-0.0076674,,,
138,11:41:02,0.45875,-0.0078221,,,
138,11:41:03,0.45971,-0.0075293,,,
138,11:41:04,0.46083,-0.0074466,,,
138,11:41:05,0.46191,-0.010498,,,
138,11:41:06,0.46318,-0.0074701,,,
138,11:41:07,0.46422,-0.0076095,,,
138,11:41:08,0.46497,-0.0076534,,,
138,11:41:09,0.46533,-0.0075535,,,
138,11:41:10,0.46546,-0.0074727,,,
138,11:41:11,0.46557,-0.0076814,,,
138,11:41:12,0.46552,-0.0074408,,,
138,11:41:13,0.46566,-0.0075955,,,
138,11:41:14,0.46578,-0.0076172,,,
138,11:41:15,0.46601,-0.0074956,,,
138,11:41:16,0.46636,-0.0075191,,,
138,11:41:17,0.46657,-0.0074179,,,
138,11:41:18,0.46687,-0.0073453,,,
138,11:41:19,0.467,-0.0075891,,,
138,11:41:20,0.46693,-0.007586,,,
138,11:41:21,0.46638,-0.0074466,,,
138,11:41:22,0.46553,-0.0075866,,,
138,11:41:23,0.46434,-0.0074937,,,
138,11:41:24,0.46312,-0.0074625,,,
138,11:41:26,0.46179,-0.007521,,,
138,11:41:26,0.46065,-0.0074408,,,
138,11:41:27,0.45954,-0.007507,,,
138,11:41:28,0.45864,-0.0075178,,,
138,11:41:30,0.45768,-0.0074364,,,
138,11:41:31,0.45682,-0.0075007,,,
138,11:41:31,0.45604,-0.0075032,,,
138,11:41:33,0.45541,-0.0074262,,,
138,11:41:34,0.45527,-0.0074198,,,
138,11:41:34,0.45513,-0.0074593,,,
138,11:41:36,0.45545,-0.0074497,,,
138,11:41:37,0.45596,-0.0075229,,,
138,11:41:38,0.4567,-0.0074332,,,
138,11:41:39,0.45751,-0.0073453,,,
138,11:41:40,0.45834,-0.0074497,,,
138,11:41:41,0.45922,-0.0075331,,,
138,11:41:42,0.46002,-0.007572,,,
138,11:41:43,0.46084,-0.007022,,,
138,11:41:44,0.46148,-0.0075325,,,
138,11:41:45,0.46241,-0.0076127,,,
138,11:41:46,0.46333,-0.007558,,,
138,11:41:47,0.46414,-0.0075713,,,
138,11:41:48,0.46494,-0.0074962,,,
138,11:41:49,0.46542,-0.0075395,,,
138,11:41:50,0.46572,-0.0074631,,,
138,11:41:51,0.46594,-0.0075872,,,
138,11:41:52,0.46617,-0.0073161,,,
138,11:41:53,0.46602,-0.0073294,,,
138,11:41:54,0.46563,-0.0074803,,,
138,11:41:55,0.46487,-0.0072919,,,
138,11:41:56,0.46381,-0.0074268,,,
138,11:41:57,0.4629,-0.0076178,,,
138,11:41:58,0.46222,-0.0076102,,,
138,11:41:59,0.46127,-0.0074663,,,
138,11:42:00,0.46005,-0.0075643,,,
138,11:42:01,0.459,-0.007402,,,
138,11:42:02,0.45776,-0.0074682,,,
138,11:42:03,0.45713,-0.0074981,,,
138,11:42:04,0.45629,-0.0074917,,,
138,11:42:05,0.45526,-0.0075013,,,
138,11:42:06,0.45443,-0.0075287,,,
138,11:42:07,0.45338,-0.0073676,,,
138,11:42:08,0.45262,-0.0074561,,,
138,11:42:09,0.45216,-0.0072218,,,
138,11:42:10,0.45194,-0.0073428,,,
138,11:42:11,0.45158,-0.0075159,,,
138,11:42:12,0.45132,-0.0073129,,,
138,11:42:13,0.45097,-0.0074319,,,
138,11:42:14,0.45103,-0.0074975,,,
138,11:42:15,0.45124,-0.0073816,,,
138,11:42:16,0.45114,-0.0072677,,,
138,11:42:17,0.4512,-0.0074154,,,
138,11:42:18,0.45083,-0.0073167,,,
138,11:42:19,0.45037,-0.0074956,,,
138,11:42:20,0.44977,-0.0053395,,,
138,11:42:21,0.44928,-0.0073689,,,
138,11:42:22,0.44873,-0.0074803,,,
138,11:42:23,0.44798,-0.0073453,,,
138,11:42:24,0.4472,-0.0073262,,,
138,11:42:25,0.44625,-0.0074192,,,
138,11:42:26,0.44546,-0.0073498,,,
138,11:42:27,0.44442,-0.0072632,,,
138,11:42:28,0.44341,-0.0073861,,,
138,11:42:29,0.44243,-0.00729,,,
138,11:42:30,0.442,-0.0073969,,,
138,11:42:31,0.4417,-0.0074077,,,
138,11:42:32,0.44095,-0.0074249,,,
138,11:42:33,0.44005,-0.0075605,,,
138,11:42:34,0.43931,-0.0073536,,,
138,11:42:35,0.43857,-0.0073154,,,
138,11:42:36,0.4388,-0.0073893,,,
138,11:42:37,0.43914,-0.0072161,,,
138,11:42:38,0.43915,-0.0072919,,,
138,11:42:39,0.43927,-0.0075217,,,
138,11:42:40,0.43988,-0.0072569,,,
138,11:42:41,0.44181,-0.007318,,,
138,11:42:42,0.44413,-0.0074408,,,
138,11:42:43,0.44611,-0.0073644,,,
138,11:42:44,0.44823,-0.0073874,,,
138,11:42:45,0.4501,-0.0074415,,,
138,11:42:46,0.45206,-0.0073714,,,
138,11:42:47,0.45371,-0.0072919,,,
138,11:42:48,0.45537,-0.0071913,,,
138,11:42:49,0.45703,-0.0072766,,,
138,11:42:50,0.45837,-0.0073689,,,
138,11:42:51,0.45956,-0.0074294,,,
138,11:42:52,0.46039,-0.011707,,,
138,11:42:53,0.46064,-0.0073784,,,
138,11:42:54,0.46073,-0.0072709,,,
138,11:42:55,0.46061,-0.0073059,,,
138,11:42:56,0.46028,-0.0073453,,,
138,11:42:57,0.46,-0.0072925,,,
138,11:42:58,0.45981,-0.0073886,,,
138,11:42:59,0.4596,-0.0073689,,,
138,11:43:00,0.45921,-0.0072982,,,
138,11:43:01,0.45851,-0.0073256,,,
138,11:43:02,0.4581,-0.0073842,,,
138,11:43:03,0.45796,-0.0072333,,,
138,11:43:04,0.45772,-0.0073574,,,
138,11:43:05,0.4576,-0.0072378,,,
138,11:43:06,0.4576,-0.0073874,,,
138,11:43:07,0.45733,-0.0072409,,,
138,11:43:08,0.45708,-0.007283,,,
138,11:43:09,0.45677,-0.0072244,,,
138,11:43:10,0.45617,-0.0075051,,,
138,11:43:11,0.45567,-0.0072626,,,
138,11:43:12,0.455,-0.0072721,,,
138,11:43:13,0.45439,-0.0072734,,,
138,11:43:14,0.45391,-0.0074084,,,
138,11:43:15,0.45343,-0.007593,,,
138,11:43:16,0.45298,-0.0069755,,,
138,11:43:17,0.45222,-0.0073453,,,
138,11:43:18,0.4513,-0.0073498,,,
138,11:43:19,0.44989,-0.0070506,,,
138,11:43:20,0.44867,-0.0071824,,,
138,11:43:21,0.44766,-0.0073033,,,
138,11:43:22,0.44693,-0.0071308,,,
138,11:43:23,0.44606,-0.0071041,,,
138,11:43:24,0.44593,-0.0072594,,,
138,11:43:25,0.44576,-0.0070793,,,
138,11:43:26,0.44546,-0.007197,,,
138,11:43:27,0.44507,-0.0071518,,,
138,11:43:28,0.44462,-0.0071518,,,
138,11:43:29,0.44403,-0.0070519,,,
138,11:43:30,0.44352,-0.0071945,,,
138,11:43:31,0.44306,-0.0073116,,,
138,11:43:32,0.44273,-0.007176,,,
138,11:43:33,0.44237,-0.0072218,,,
138,11:43:34,0.44194,-0.0071353,,,
138,11:43:35,0.44151,-0.0069761,,,
138,11:43:36,0.44114,-0.007218,,,
138,11:43:37,0.44073,-0.007141,,,
138,11:43:38,0.44044,-0.0071575,,,
138,11:43:39,0.44079,-0.0071894,,,
138,11:43:40,0.44098,-0.007225,,,
138,11:43:41,0.44153,-0.0072963,,,
138,11:43:42,0.44222,-0.0071531,,,
138,11:43:43,0.44275,-0.0072269,,,
138,11:43:44,0.44322,-0.0071474,,,
138,11:43:45,0.44367,-0.0071989,,,
138,11:43:46,0.4439,-0.0074332,,,
138,11:43:47,0.44391,-0.0071665,,,
138,11:43:48,0.44368,-0.0062657,,,
138,11:43:49,0.44282,-0.0072129,,,
138,11:43:50,0.44239,-0.0071575,,,
138,11:43:51,0.44171,-0.0069908,,,
138,11:43:52,0.44114,-0.0072422,,,
138,11:43:53,0.44074,-0.0072785,,,
138,11:43:54,0.44062,-0.0072129,,,
138,11:43:55,0.44024,-0.0072454,,,
138,11:43:56,0.44011,-0.0073001,,,
138,11:43:57,0.43998,-0.0073447,,,
138,11:43:58,0.43966,-0.0073504,,,
138,11:43:59,0.43913,-0.0071461,,,
138,11:44:00,0.43846,-0.0074427,,,
138,11:44:01,0.43756,-0.0072257,,,
138,11:44:02,0.43655,-0.0071582,,,
138,11:44:03,0.43561,-0.0075891,,,
138,11:44:04,0.43456,-0.007409,,,
138,11:44:05,0.43384,-0.0071531,,,
138,11:44:06,0.43306,-0.0073008,,,
138,# light test,,,,,
138,11:44:07,0.43229,-0.0073345,,,
138,11:44:08,0.43166,-0.0071149,,,
138,11:44:09,0.43156,-0.0072919,,,
138,11:44:10,0.43137,-0.0071754,,,
138,11:44:11,0.42829,-0.0073364,,,
138,11:44:12,0.42242,-0.0071385,,,
138,11:44:13,0.41523,-0.0071582,,,
