Light,Time,O2 signal,H2O2 signal,,H2O2,
138,10:51:19,0.56775,-0.025405,,,
138,10:51:20,0.56754,-0.025519,,,
138,10:51:21,0.56749,-0.025586,,,
138,10:51:22,0.56758,-0.02568,,,
138,10:51:23,0.5676,-0.026003,,,
138,10:51:24,0.56797,-0.025657,,,
138,10:51:25,0.56822,-0.025857,,,
138,10:51:26,0.5686,-0.026113,,,
138,10:51:27,0.56872,-0.025922,,,
138,10:51:28,0.56873,-0.026325,,,
138,10:51:29,0.5688,-0.026576,,,
138,10:51:30,0.56881,-0.026903,,,
138,10:51:31,0.56867,-0.027082,,,
138,10:51:32,0.56866,-0.027225,,,
138,10:51:33,0.56867,-0.027541,,,
138,10:51:34,0.56884,-0.028089,,,
138,10:51:35,0.56883,-0.0282,,,
138,10:51:36,0.56891,-0.028402,,,
138,10:51:37,0.56889,-0.029329,,,
138,10:51:38,0.56899,-0.029149,,,
138,10:51:39,0.56944,-0.029501,,,
138,10:51:40,0.56992,-0.02974,,,
138,10:51:41,0.57052,-0.029881,,,
138,10:51:42,0.5716,-0.030276,,,
138,10:51:43,0.57242,-0.03063,,,
138,10:51:44,0.57327,-0.030652,,,
138,10:51:45,0.57416,-0.031195,,,
138,10:51:46,0.57485,-0.031121,,,
138,10:51:47,0.57549,-0.031359,,,
138,10:51:48,0.57617,-0.031768,,,
138,10:51:49,0.57685,-0.032174,,,
138,10:51:50,0.57744,-0.032401,,,
138,10:51:51,0.57808,-0.033381,,,
138,10:51:52,0.5788,-0.034009,,,
138,10:51:53,0.57962,-0.033724,,,
138,10:51:54,0.58048,-0.033929,,,
138,10:51:55,0.58123,-0.034001,,,
138,10:51:56,0.58173,-0.034251,,,
138,10:51:57,0.5822,-0.034603,,,
138,10:51:58,0.58284,-0.035029,,,
138,10:51:59,0.58315,-0.035584,,,
138,10:52:00,0.58416,-0.036232,,,
138,10:52:01,0.58468,-0.036781,,,
138,10:52:02,0.58513,-0.037345,,,
138,10:52:03,0.58578,-0.037997,,,
138,10:52:04,0.58668,-0.038449,,,
138,10:52:05,0.58734,-0.038857,,,
138,10:52:06,0.58825,-0.039199,,,
138,10:52:07,0.58902,-0.039591,,,
138,10:52:08,0.59032,-0.039912,,,
138,10:52:09,0.59068,-0.040486,,,
138,10:52:10,0.59089,-0.040311,,,
138,10:52:11,0.59178,-0.040226,,,
138,10:52:12,0.59213,-0.04067,,,
138,10:52:13,0.59221,-0.040105,,,
138,10:52:14,0.5927,-0.039657,,,
138,10:52:15,0.59294,-0.039128,,,
138,10:52:16,0.5933,-0.038793,,,
138,10:52:17,0.59322,-0.038458,,,
138,10:52:18,0.59324,-0.03836,,,
138,10:52:19,0.59351,-0.038251,,,
138,10:52:20,0.59377,-0.03814,,,
138,10:52:21,0.59399,-0.037941,,,
138,10:52:22,0.5936,-0.037949,,,
138,10:52:23,0.59349,-0.037885,,,
138,10:52:24,0.59324,-0.037718,,,
138,10:52:25,0.59334,-0.037644,,,
138,10:52:26,0.59306,-0.037587,,,
138,10:52:27,0.59302,-0.037387,,,
138,10:52:28,0.59328,-0.037501,,,
138,10:52:29,0.59343,-0.037425,,,
138,10:52:30,0.59319,-0.037036,,,
138,10:52:31,0.59284,-0.037754,,,
138,10:52:32,0.59282,-0.038122,,,
138,10:52:33,0.59273,-0.037557,,,
138,10:52:34,0.59207,-0.037127,,,
138,10:52:35,0.59139,-0.036948,,,
138,10:52:36,0.59047,-0.035885,,,
138,10:52:37,0.58954,-0.035456,,,
138,10:52:38,0.58856,-0.034671,,,
138,10:52:39,0.5873,-0.033972,,,
138,10:52:40,0.58601,-0.033587,,,
138,10:52:41,0.58485,-0.033375,,,
138,10:52:42,0.58306,-0.033396,,,
138,10:52:43,0.58157,-0.033612,,,
138,10:52:44,0.58039,-0.033784,,,
138,10:52:45,0.57899,-0.033837,,,
138,10:52:46,0.57734,-0.034236,,,
138,10:52:47,0.57613,-0.034493,,,
138,10:52:48,0.57474,-0.034867,,,
138,10:52:49,0.57363,-0.035045,,,
138,10:52:50,0.57196,-0.035626,,,
138,10:52:51,0.57057,-0.036128,,,
138,10:52:52,0.56953,-0.036694,,,
138,10:52:53,0.56835,-0.036952,,,
138,10:52:54,0.56753,-0.037122,,,
138,10:52:55,0.56665,-0.037168,,,
138,10:52:56,0.56588,-0.037308,,,
138,10:52:57,0.565,-0.037204,,,
138,10:52:58,0.56437,-0.037221,,,
138,10:52:59,0.56341,-0.037301,,,
138,10:53:00,0.56268,-0.037218,,,
138,10:53:01,0.56193,-0.037171,,,
138,10:53:02,0.56138,-0.036999,,,
138,10:53:03,0.56051,-0.036952,,,
138,10:53:04,0.55988,-0.036899,,,
138,10:53:05,0.55914,-0.036829,,,
138,10:53:06,0.55832,-0.036707,,,
138,10:53:07,0.55741,-0.036437,,,
138,10:53:08,0.5569,-0.036143,,,
138,10:53:09,0.55632,-0.03604,,,
138,10:53:10,0.5557,-0.03598,,,
138,10:53:11,0.55551,-0.035722,,,
138,10:53:12,0.55513,-0.035507,,,
138,10:53:13,0.55471,-0.035129,,,
138,10:53:14,0.55444,-0.035086,,,
138,10:53:15,0.55416,-0.034931,,,
138,10:53:16,0.5541,-0.034833,,,
138,10:53:17,0.55386,-0.034598,,,
138,10:53:18,0.55378,-0.034542,,,
138,10:53:19,0.5535,-0.034146,,,
138,10:53:20,0.55272,-0.033896,,,
138,10:53:21,0.5519,-0.033561,,,
138,10:53:22,0.55149,-0.033252,,,
138,10:53:23,0.55083,-0.033008,,,
138,10:53:24,0.55023,-0.032867,,,
138,10:53:25,0.54939,-0.032513,,,
138,10:53:26,0.54859,-0.032316,,,
138,10:53:27,0.54789,-0.032084,,,
138,10:53:28,0.5473,-0.031744,,,
138,10:53:29,0.5469,-0.031669,,,
138,10:53:30,0.54683,-0.03151,,,
138,10:53:31,0.54634,-0.031375,,,
138,10:53:32,0.54588,-0.031199,,,
138,10:53:33,0.54555,-0.03129,,,
138,10:53:34,0.54527,-0.031109,,,
138,10:53:35,0.54505,-0.030891,,,
138,10:53:36,0.54439,-0.030691,,,
138,10:53:37,0.54428,-0.030287,,,
138,10:53:38,0.54394,-0.029784,,,
138,10:53:39,0.54374,-0.029525,,,
138,10:53:40,0.5436,-0.02915,,,
138,10:53:41,0.54324,-0.029022,,,
138,10:53:42,0.54287,-0.028654,,,
138,10:53:43,0.54264,-0.028283,,,
138,10:53:44,0.54234,-0.028105,,,
138,10:53:45,0.54234,-0.028008,,,
138,10:53:46,0.54212,-0.028229,,,
138,10:53:47,0.54222,-0.028418,,,
138,10:53:48,0.54188,-0.028682,,,
138,10:53:49,0.54176,-0.028417,,,
138,10:53:50,0.54224,-0.028355,,,
138,10:53:51,0.5422,-0.028513,,,
138,10:53:52,0.54183,-0.028614,,,
138,10:53:53,0.54155,-0.028611,,,
138,10:53:54,0.54127,-0.029128,,,
138,10:53:55,0.54069,-0.028807,,,
138,10:53:56,0.54076,-0.028884,,,
138,10:53:57,0.54052,-0.028974,,,
138,10:53:58,0.54027,-0.029012,,,
138,10:53:59,0.54032,-0.028865,,,
138,10:54:00,0.54016,-0.028815,,,
138,10:54:01,0.53961,-0.028817,,,
138,10:54:02,0.53977,-0.028777,,,
138,10:54:03,0.53968,-0.028908,,,
138,10:54:04,0.53923,-0.0286,,,
138,10:54:05,0.53905,-0.028432,,,
138,10:54:06,0.53852,-0.028005,,,
138,10:54:07,0.53825,-0.028057,,,
138,10:54:08,0.53822,-0.027742,,,
138,10:54:09,0.53811,-0.027424,,,
138,10:54:10,0.53823,-0.027141,,,
138,10:54:11,0.53788,-0.02687,,,
138,10:54:12,0.53792,-0.026914,,,
138,10:54:13,0.53794,-0.026708,,,
138,10:54:14,0.53864,-0.026716,,,
138,10:54:15,0.53891,-0.026558,,,
138,10:54:16,0.53917,-0.026402,,,
138,10:54:17,0.53936,-0.026167,,,
138,10:54:18,0.53969,-0.025672,,,
138,10:54:19,0.54022,-0.025109,,,
138,10:54:20,0.54054,-0.024766,,,
138,10:54:21,0.54111,-0.024269,,,
138,10:54:22,0.54157,-0.023825,,,
138,10:54:23,0.54184,-0.023428,,,
138,10:54:24,0.54209,-0.02325,,,
138,10:54:25,0.54248,-0.023031,,,
138,10:54:26,0.54265,-0.022739,,,
138,10:54:27,0.54276,-0.022748,,,
138,10:54:28,0.54299,-0.022562,,,
138,10:54:29,0.54292,-0.02262,,,
138,10:54:30,0.54317,-0.022705,,,
138,10:54:31,0.54321,-0.022978,,,
138,10:54:32,0.54297,-0.023497,,,
138,10:54:33,0.54261,-0.023638,,,
138,10:54:34,0.54283,-0.02373,,,
138,10:54:35,0.5425,-0.024259,,,
138,10:54:36,0.54221,-0.024433,,,
138,10:54:37,0.54186,-0.02462,,,
138,10:54:38,0.54171,-0.024707,,,
138,10:54:39,0.5416,-0.025337,,,
138,10:54:40,0.54118,-0.025704,,,
138,10:54:41,0.54089,-0.026064,,,
138,10:54:42,0.54066,-0.026201,,,
138,10:54:43,0.53996,-0.026233,,,
138,10:54:44,0.53972,-0.026244,,,
138,10:54:45,0.53884,-0.026141,,,
138,10:54:46,0.53824,-0.025929,,,
138,10:54:47,0.53772,-0.025797,,,
138,10:54:48,0.53731,-0.025843,,,
138,10:54:49,0.53663,-0.025616,,,
138,10:54:50,0.5363,-0.025353,,,
138,10:54:51,0.53571,-0.025292,,,
138,10:54:52,0.53591,-0.025232,,,
138,10:54:53,0.53585,-0.024961,,,
138,10:54:54,0.53565,-0.02498,,,
138,10:54:55,0.53551,-0.025053,,,
138,10:54:56,0.53609,-0.025729,,,
138,10:54:57,0.5367,-0.025964,,,
138,10:54:58,0.53752,-0.026934,,,
138,10:54:59,0.53789,-0.027679,,,
138,10:55:00,0.53837,-0.028658,,,
138,10:55:01,0.53863,-0.029206,,,
138,10:55:02,0.53908,-0.029663,,,
138,10:55:03,0.53951,-0.030289,,,
138,10:55:04,0.53909,-0.030679,,,
138,10:55:05,0.53899,-0.031445,,,
138,10:55:06,0.53854,-0.032187,,,
138,10:55:07,0.53788,-0.033091,,,
138,10:55:08,0.53738,-0.033352,,,
138,10:55:09,0.53634,-0.033828,,,
138,10:55:10,0.53516,-0.03419,,,
138,10:55:11,0.53439,-0.034639,,,
138,10:55:12,0.53331,-0.034915,,,
138,10:55:13,0.53242,-0.035406,,,
138,10:55:14,0.53071,-0.03596,,,
138,10:55:15,0.52974,-0.036624,,,
138,10:55:16,0.52935,-0.037369,,,
138,10:55:17,0.52949,-0.037695,,,
138,10:55:18,0.52962,-0.038032,,,
138,10:55:19,0.53025,-0.038453,,,
138,10:55:20,0.53074,-0.038957,,,
138,10:55:21,0.53067,-0.039234,,,
138,10:55:22,0.53106,-0.03951,,,
138,10:55:23,0.53073,-0.039667,,,
138,10:55:24,0.53011,-0.039592,,,
138,10:55:25,0.52939,-0.040161,,,
138,10:55:26,0.52866,-0.040106,,,
138,10:55:27,0.52815,-0.04028,,,
138,10:55:28,0.52756,-0.040424,,,
138,10:55:29,0.52713,-0.040555,,,
138,10:55:30,0.52654,-0.040613,,,
138,10:55:31,0.52596,-0.040859,,,
138,10:55:32,0.52544,-0.040868,,,
138,10:55:33,0.52477,-0.041188,,,
138,10:55:34,0.52459,-0.041068,,,
138,10:55:35,0.52483,-0.041021,,,
138,10:55:36,0.52497,-0.040714,,,
138,10:55:37,0.52497,-0.040865,,,
138,10:55:38,0.52543,-0.040546,,,
138,10:55:39,0.52533,-0.040396,,,
138,10:55:40,0.52552,-0.040246,,,
138,10:55:41,0.52502,-0.040271,,,
138,10:55:42,0.52455,-0.040173,,,
138,10:55:43,0.52476,-0.040231,,,
138,10:55:44,0.52459,-0.040196,,,
138,10:55:45,0.52455,-0.040084,,,
138,10:55:46,0.52468,-0.039698,,,
138,10:55:47,0.52442,-0.039216,,,
138,10:55:48,0.52444,-0.03881,,,
138,10:55:49,0.52475,-0.038498,,,
138,10:55:50,0.52456,-0.038199,,,
138,10:55:51,0.52444,-0.037704,,,
138,10:55:52,0.52459,-0.038637,,,
138,10:55:53,0.52442,-0.038768,,,
138,10:55:54,0.52475,-0.038833,,,
138,10:55:55,0.52448,-0.038531,,,
138,10:55:56,0.52399,-0.038003,,,
138,10:55:57,0.52374,-0.0374,,,
138,10:55:58,0.52326,-0.036999,,,
138,10:55:59,0.52292,-0.036509,,,
138,10:56:00,0.52233,-0.03603,,,
138,10:56:01,0.52182,-0.035626,,,
138,10:56:02,0.52102,-0.035169,,,
138,10:56:03,0.51988,-0.034806,,,
138,10:56:04,0.51821,-0.034344,,,
138,10:56:05,0.51668,-0.034084,,,
138,10:56:06,0.51524,-0.033896,,,
138,10:56:07,0.51388,-0.033789,,,
138,10:56:08,0.51257,-0.033511,,,
138,10:56:09,0.51127,-0.033253,,,
138,10:56:10,0.51045,-0.033123,,,
138,10:56:11,0.50899,-0.032802,,,
138,10:56:12,0.50752,-0.032681,,,
138,10:56:13,0.5068,-0.032687,,,
138,10:56:14,0.50632,-0.032498,,,
138,10:56:15,0.50551,-0.032391,,,
138,10:56:16,0.5052,-0.032254,,,
138,10:56:17,0.50515,-0.032138,,,
138,10:56:18,0.50535,-0.032235,,,
138,10:56:19,0.50513,-0.032398,,,
138,10:56:20,0.50477,-0.032476,,,
138,10:56:21,0.50469,-0.032841,,,
138,10:56:22,0.50441,-0.032632,,,
138,10:56:23,0.50462,-0.032837,,,
138,10:56:24,0.50437,-0.032932,,,
138,10:56:25,0.50296,-0.033013,,,
138,10:56:26,0.50124,-0.033027,,,
138,10:56:27,0.4991,-0.033192,,,
138,10:56:28,0.49711,-0.033167,,,
138,10:56:29,0.49481,-0.033287,,,
138,10:56:30,0.49215,-0.033816,,,
138,10:56:31,0.48945,-0.033834,,,
138,10:56:32,0.48697,-0.033547,,,
138,10:56:33,0.48504,-0.03393,,,
138,10:56:34,0.48379,-0.033652,,,
138,10:56:35,0.48249,-0.033772,,,
138,10:56:36,0.48109,-0.034153,,,
138,10:56:37,0.48005,-0.034153,,,
138,10:56:38,0.47904,-0.034482,,,
138,10:56:39,0.47812,-0.03458,,,
138,10:56:40,0.47688,-0.034549,,,
138,10:56:41,0.47573,-0.034786,,,
138,10:56:42,0.47515,-0.03511,,,
138,10:56:43,0.47482,-0.034678,,,
138,10:56:44,0.47447,-0.034795,,,
138,10:56:45,0.474,-0.034569,,,
138,10:56:46,0.47417,-0.034387,,,
138,10:56:47,0.47415,-0.034366,,,
138,10:56:48,0.47397,-0.034243,,,
138,10:56:49,0.47373,-0.033955,,,
138,10:56:50,0.47355,-0.034561,,,
138,10:56:51,0.47345,-0.034724,,,
138,10:56:52,0.47341,-0.034689,,,
138,10:56:53,0.47334,-0.034886,,,
138,10:56:54,0.4731,-0.034637,,,
138,10:56:55,0.47316,-0.034626,,,
138,10:56:56,0.47329,-0.034021,,,
138,10:56:57,0.47355,-0.033738,,,
138,10:56:58,0.47397,-0.033841,,,
138,10:56:59,0.47383,-0.0334,,,
138,10:57:00,0.47431,-0.033196,,,
138,10:57:02,0.47427,-0.0329,,,
138,10:57:02,0.47399,-0.032723,,,
138,10:57:03,0.47346,-0.03282,,,
138,10:57:04,0.4728,-0.032979,,,
138,10:57:05,0.47226,-0.033107,,,
138,10:57:07,0.47171,-0.033237,,,
138,10:57:08,0.47087,-0.033137,,,
138,10:57:08,0.47018,-0.032977,,,
138,10:57:09,0.46987,-0.032927,,,
138,10:57:11,0.46942,-0.033038,,,
138,10:57:12,0.4689,-0.032847,,,
138,10:57:12,0.46863,-0.032602,,,
138,10:57:14,0.46809,-0.032168,,,
138,10:57:15,0.46797,-0.032219,,,
138,10:57:16,0.46783,-0.031986,,,
138,10:57:17,0.46745,-0.031515,,,
138,10:57:18,0.46739,-0.031396,,,
138,10:57:19,0.46704,-0.031445,,,
138,10:57:20,0.46651,-0.031204,,,
138,10:57:21,0.46622,-0.031159,,,
138,10:57:22,0.4661,-0.031201,,,
138,10:57:23,0.4662,-0.031224,,,
138,10:57:24,0.46625,-0.031202,,,
138,10:57:25,0.46612,-0.030993,,,
138,10:57:26,0.46608,-0.030718,,,
138,10:57:27,0.46575,-0.030752,,,
138,10:57:28,0.46554,-0.030707,,,
138,10:57:29,0.46541,-0.030675,,,
138,10:57:30,0.46522,-0.030582,,,
138,10:57:31,0.4654,-0.030469,,,
138,10:57:32,0.46531,-0.030532,,,
138,10:57:33,0.46582,-0.030341,,,
138,10:57:34,0.46582,-0.030562,,,
138,10:57:35,0.46597,-0.030834,,,
138,10:57:36,0.46619,-0.031532,,,
138,10:57:37,0.46509,-0.03215,,,
138,10:57:38,0.46395,-0.032837,,,
138,10:57:39,0.46269,-0.033111,,,
138,10:57:40,0.46111,-0.034521,,,
138,10:57:41,0.46032,-0.034373,,,
138,10:57:42,0.45953,-0.034253,,,
138,10:57:43,0.45811,-0.033521,,,
138,10:57:44,0.45653,-0.033009,,,
138,10:57:45,0.4554,-0.032084,,,
138,10:57:46,0.45455,-0.031866,,,
138,10:57:47,0.45408,-0.031427,,,
138,10:57:48,0.45364,-0.031215,,,
138,10:57:49,0.4535,-0.031021,,,
138,10:57:50,0.45352,-0.030844,,,
138,10:57:51,0.45328,-0.030441,,,
138,10:57:52,0.45342,-0.030362,,,
138,10:57:53,0.45348,-0.030406,,,
138,10:57:54,0.45407,-0.030163,,,
138,10:57:55,0.45449,-0.029874,,,
138,10:57:56,0.45557,-0.029431,,,
138,10:57:57,0.45634,-0.029088,,,
138,10:57:58,0.45716,-0.028807,,,
138,10:57:59,0.45823,-0.028554,,,
138,10:58:00,0.45912,-0.028479,,,
138,10:58:01,0.45994,-0.02812,,,
138,10:58:02,0.46126,-0.027781,,,
138,10:58:03,0.46244,-0.027636,,,
138,10:58:04,0.46378,-0.027432,,,
138,10:58:05,0.46526,-0.02743,,,
138,10:58:06,0.46643,-0.027075,,,
138,10:58:07,0.46715,-0.027034,,,
138,10:58:08,0.46825,-0.027249,,,
138,10:58:09,0.46897,-0.026923,,,
138,10:58:10,0.46977,-0.02672,,,
138,10:58:11,0.47004,-0.026544,,,
138,10:58:12,0.47048,-0.026448,,,
138,10:58:13,0.47047,-0.026373,,,
138,10:58:14,0.47002,-0.026406,,,
138,10:58:15,0.46983,-0.026585,,,
138,10:58:16,0.47018,-0.027208,,,
138,10:58:17,0.47049,-0.027081,,,
138,10:58:18,0.47085,-0.026898,,,
138,10:58:19,0.47104,-0.026661,,,
138,10:58:20,0.47148,-0.026395,,,
138,10:58:21,0.47108,-0.026361,,,
138,10:58:22,0.47145,-0.026082,,,
138,10:58:23,0.47122,-0.026059,,,
138,10:58:24,0.47097,-0.026206,,,
138,10:58:25,0.47072,-0.026371,,,
138,10:58:26,0.47014,-0.026511,,,
138,10:58:27,0.46948,-0.026537,,,
138,10:58:28,0.46873,-0.026844,,,
138,10:58:29,0.46809,-0.026554,,,
138,10:58:30,0.4672,-0.026566,,,
138,10:58:31,0.46626,-0.026609,,,
138,10:58:32,0.46537,-0.027212,,,
138,10:58:33,0.46446,-0.027673,,,
138,10:58:34,0.46417,-0.028423,,,
138,10:58:35,0.46409,-0.028574,,,
138,10:58:36,0.46397,-0.028742,,,
138,10:58:37,0.46426,-0.028443,,,
138,10:58:38,0.46443,-0.028572,,,
138,10:58:39,0.46419,-0.029236,,,
138,10:58:40,0.46503,-0.029427,,,
138,10:58:41,0.46498,-0.029231,,,
138,10:58:42,0.46552,-0.02885,,,
138,10:58:43,0.46604,-0.028486,,,
138,10:58:44,0.46598,-0.028314,,,
138,10:58:45,0.4662,-0.028095,,,
138,10:58:46,0.46645,-0.027978,,,
138,10:58:47,0.46662,-0.027964,,,
138,10:58:48,0.46666,-0.027923,,,
138,10:58:49,0.46663,-0.028008,,,
138,10:58:50,0.46644,-0.028021,,,
138,10:58:51,0.46673,-0.028166,,,
138,10:58:52,0.46706,-0.028197,,,
138,10:58:53,0.46719,-0.028322,,,
138,10:58:54,0.46732,-0.028299,,,
138,10:58:55,0.46769,-0.028103,,,
138,10:58:56,0.46863,-0.028338,,,
138,10:58:57,0.46915,-0.028071,,,
138,10:58:58,0.46979,-0.02788,,,
138,10:58:59,0.4708,-0.027787,,,
138,10:59:00,0.47135,-0.027675,,,
138,10:59:01,0.472,-0.028138,,,
138,10:59:02,0.47279,-0.028863,,,
138,10:59:03,0.47419,-0.029183,,,
138,10:59:04,0.47627,-0.029553,,,
138,10:59:05,0.47712,-0.029679,,,
138,10:59:06,0.47682,-0.029643,,,
138,10:59:07,0.47621,-0.029268,,,
138,10:59:08,0.47498,-0.029134,,,
138,10:59:09,0.47434,-0.029311,,,
138,10:59:10,0.474,-0.029243,,,
138,10:59:11,0.47376,-0.0294,,,
138,10:59:12,0.47395,-0.029136,,,
138,10:59:13,0.47458,-0.02908,,,
138,10:59:14,0.47479,-0.028715,,,
138,10:59:15,0.47519,-0.028487,,,
138,10:59:16,0.4756,-0.028618,,,
138,10:59:17,0.47659,-0.028497,,,
138,10:59:18,0.4773,-0.028791,,,
138,10:59:19,0.47856,-0.029008,,,
138,10:59:20,0.47934,-0.029393,,,
138,10:59:21,0.48032,-0.030145,,,
138,10:59:22,0.48109,-0.030527,,,
138,10:59:23,0.48212,-0.030578,,,
138,10:59:24,0.48347,-0.030734,,,
138,10:59:25,0.48482,-0.030749,,,
138,10:59:26,0.48595,-0.031151,,,
138,10:59:27,0.48691,-0.031184,,,
138,10:59:28,0.48814,-0.031311,,,
138,10:59:29,0.48901,-0.03133,,,
138,10:59:30,0.48975,-0.031513,,,
138,10:59:31,0.4906,-0.031706,,,
138,10:59:32,0.49117,-0.031427,,,
138,10:59:33,0.49222,-0.031604,,,
138,10:59:34,0.49332,-0.03135,,,
138,10:59:35,0.49438,-0.031312,,,
138,10:59:36,0.49531,-0.030976,,,
138,10:59:37,0.49572,-0.031233,,,
138,10:59:38,0.4964,-0.031336,,,
138,10:59:39,0.49695,-0.031123,,,
138,10:59:40,0.49763,-0.03093,,,
138,10:59:41,0.4986,-0.030886,,,
138,10:59:42,0.49989,-0.030649,,,
138,10:59:43,0.50107,-0.030543,,,
138,10:59:44,0.50179,-0.030584,,,
138,10:59:45,0.50222,-0.030582,,,
138,10:59:46,0.50202,-0.031161,,,
138,10:59:47,0.50212,-0.03198,,,
138,10:59:48,0.50204,-0.032815,,,
138,10:59:49,0.50233,-0.033731,,,
138,10:59:50,0.50196,-0.034094,,,
138,10:59:51,0.50158,-0.034622,,,
138,10:59:52,0.50149,-0.034906,,,
138,10:59:53,0.50112,-0.035366,,,
138,10:59:54,0.50042,-0.035686,,,
138,10:59:55,0.49986,-0.036071,,,
138,10:59:56,0.49948,-0.036556,,,
138,10:59:57,0.49898,-0.037125,,,
138,10:59:58,0.49869,-0.037365,,,
138,10:59:59,0.49785,-0.037593,,,
138,11:00:00,0.49746,-0.038344,,,
138,11:00:01,0.49687,-0.039069,,,
138,11:00:02,0.49607,-0.039434,,,
138,11:00:03,0.49551,-0.039738,,,
138,11:00:04,0.49514,-0.040652,,,
138,11:00:05,0.49486,-0.040973,,,
138,11:00:06,0.49482,-0.041388,,,
138,11:00:07,0.49481,-0.041527,,,
138,11:00:08,0.49489,-0.041425,,,
138,11:00:09,0.49504,-0.041965,,,
138,11:00:10,0.4953,-0.042222,,,
138,11:00:11,0.49554,-0.042884,,,
138,11:00:12,0.49581,-0.042905,,,
138,11:00:13,0.49634,-0.043333,,,
138,11:00:14,0.49633,-0.043661,,,
138,11:00:15,0.49672,-0.0431,,,
138,11:00:16,0.4969,-0.043666,,,
138,11:00:17,0.49707,-0.043389,,,
138,11:00:18,0.49673,-0.043848,,,
138,11:00:19,0.49612,-0.043632,,,
138,11:00:20,0.49602,-0.04344,,,
138,11:00:21,0.49645,-0.043194,,,
138,11:00:22,0.49658,-0.042835,,,
138,11:00:23,0.49698,-0.042475,,,
138,11:00:24,0.49757,-0.042264,,,
138,11:00:25,0.49816,-0.042103,,,
138,11:00:26,0.49866,-0.041845,,,
138,11:00:27,0.49963,-0.041522,,,
138,11:00:28,0.50046,-0.041181,,,
138,11:00:29,0.50148,-0.040765,,,
138,11:00:30,0.50194,-0.040525,,,
138,11:00:31,0.50245,-0.040301,,,
138,11:00:32,0.50238,-0.03953,,,
138,11:00:33,0.5024,-0.03936,,,
138,11:00:34,0.50234,-0.038801,,,
138,11:00:35,0.50242,-0.038479,,,
138,11:00:36,0.50272,-0.038396,,,
138,11:00:37,0.50274,-0.037649,,,
138,11:00:38,0.50277,-0.037462,,,
138,11:00:39,0.50239,-0.036796,,,
138,11:00:40,0.5025,-0.036404,,,
138,11:00:41,0.50195,-0.035667,,,
138,11:00:42,0.50132,-0.035304,,,
138,11:00:43,0.50071,-0.034862,,,
138,11:00:44,0.50011,-0.034596,,,
138,11:00:45,0.49959,-0.033795,,,
138,11:00:46,0.49858,-0.033246,,,
138,11:00:47,0.4976,-0.032983,,,
138,11:00:48,0.49651,-0.032592,,,
138,11:00:49,0.49539,-0.032058,,,
138,11:00:50,0.4946,-0.031872,,,
138,11:00:51,0.49369,-0.031925,,,
138,11:00:52,0.49308,-0.031356,,,
138,11:00:53,0.49193,-0.030859,,,
138,11:00:54,0.49122,-0.030357,,,
138,11:00:55,0.49091,-0.030038,,,
138,11:00:56,0.49059,-0.02975,,,
138,11:00:57,0.4905,-0.029616,,,
138,11:00:58,0.49048,-0.02952,,,
138,11:00:59,0.49004,-0.029361,,,
138,11:01:00,0.48963,-0.029213,,,
138,11:01:01,0.48976,-0.029084,,,
138,11:01:02,0.49001,-0.028614,,,
138,11:01:03,0.49029,-0.028245,,,
138,11:01:04,0.49076,-0.028484,,,
138,11:01:05,0.49132,-0.029444,,,
138,11:01:06,0.4918,-0.02992,,,
138,11:01:07,0.49195,-0.029741,,,
138,11:01:08,0.49213,-0.028483,,,
138,11:01:09,0.49251,-0.024457,,,
138,11:01:10,0.4924,-0.019409,,,
138,11:01:11,0.49228,-0.017378,,,
138,11:01:12,0.49262,-0.016495,,,
138,11:01:13,0.49294,-0.015681,,,
138,11:01:14,0.4927,-0.015427,,,
138,11:01:15,0.49282,-0.015421,,,
138,11:01:16,0.49283,-0.015797,,,
138,11:01:17,0.49298,-0.016493,,,
138,11:01:18,0.49324,-0.017272,,,
138,11:01:19,0.49339,-0.018035,,,
138,11:01:20,0.49356,-0.01838,,,
138,11:01:21,0.49358,-0.018846,,,
138,11:01:22,0.49357,-0.019699,,,
138,11:01:23,0.49302,-0.020499,,,
138,11:01:24,0.49288,-0.021606,,,
138,11:01:25,0.49297,-0.022112,,,
138,11:01:26,0.49314,-0.022628,,,
138,11:01:27,0.49311,-0.022764,,,
138,11:01:28,0.4932,-0.02326,,,
138,11:01:29,0.49302,-0.023635,,,
138,11:01:30,0.49225,-0.024085,,,
138,11:01:31,0.49184,-0.024403,,,
138,11:01:32,0.49071,-0.024432,,,
138,11:01:33,0.48962,-0.024732,,,
138,11:01:34,0.48799,-0.025038,,,
138,11:01:35,0.48621,-0.025326,,,
138,11:01:36,0.48458,-0.025269,,,
138,11:01:37,0.48292,-0.025059,,,
138,11:01:38,0.48147,-0.024739,,,
138,11:01:39,0.48066,-0.024319,,,
138,11:01:40,0.4796,-0.023692,,,
138,11:01:41,0.47852,-0.022862,,,
138,11:01:42,0.47795,-0.021441,,,
138,11:01:43,0.47719,-0.020312,,,
138,11:01:44,0.47651,-0.019475,,,
138,11:01:45,0.47604,-0.019137,,,
138,11:01:46,0.47565,-0.018969,,,
138,11:01:47,0.47553,-0.018689,,,
138,11:01:48,0.47547,-0.01807,,,
138,11:01:49,0.47471,-0.017823,,,
138,11:01:50,0.47348,-0.017669,,,
138,11:01:51,0.47225,-0.017902,,,
138,11:01:52,0.47099,-0.017709,,,
138,11:01:53,0.46913,-0.017766,,,
138,11:01:54,0.46685,-0.018154,,,
