time,hour,minute,second,day_sec,light,interval,treatment,fragment
12:36:34,12,36,34,45394,138,1,33,F3
12:36:35,12,36,35,45395,138,1,33,F3
12:36:36,12,36,36,45396,138,1,33,F3
12:36:37,12,36,37,45397,138,1,33,F3
12:36:38,12,36,38,45398,138,1,33,F3
12:36:39,12,36,39,45399,138,1,33,F3
12:36:40,12,36,40,45400,138,1,33,F3
12:36:41,12,36,41,45401,138,1,33,F3
12:36:42,12,36,42,45402,138,1,33,F3
12:36:43,12,36,43,45403,138,1,33,F3
12:36:44,12,36,44,45404,138,1,33,F3
12:36:45,12,36,45,45405,138,1,33,F3
12:36:46,12,36,46,45406,138,1,33,F3
12:36:47,12,36,47,45407,138,1,33,F3
12:36:48,12,36,48,45408,138,1,33,F3
12:36:49,12,36,49,45409,138,1,33,F3
12:36:50,12,36,50,45410,138,1,33,F3
12:36:51,12,36,51,45411,138,1,33,F3
12:36:52,12,36,52,45412,138,1,33,F3
12:36:53,12,36,53,45413,138,1,33,F3
12:36:54,12,36,54,45414,138,1,33,F3
12:36:55,12,36,55,45415,138,1,33,F3
12:36:56,12,36,56,45416,138,1,33,F3
12:36:57,12,36,57,45417,138,1,33,F3
12:36:58,12,36,58,45418,138,1,33,F3
12:36:59,12,36,59,45419,138,1,33,F3
12:37:00,12,37,0,45420,138,1,33,F3
12:37:01,12,37,1,45421,138,1,33,F3
12:37:02,12,37,2,45422,138,1,33,F3
12:37:03,12,37,3,45423,138,1,33,F3
12:37:04,12,37,4,45424,138,1,33,F3
12:37:05,12,37,5,45425,138,1,33,F3
12:37:06,12,37,6,45426,138,1,33,F3
12:37:07,12,37,7,45427,138,1,33,F3
12:37:08,12,37,8,45428,138,1,33,F3
12:37:09,12,37,9,45429,138,1,33,F3
12:37:10,12,37,10,45430,138,1,33,F3
12:37:11,12,37,11,45431,138,1,33,F3
12:37:12,12,37,12,45432,138,1,33,F3
12:37:13,12,37,13,45433,138,1,33,F3
12:37:14,12,37,14,45434,138,1,33,F3
12:37:15,12,37,15,45435,138,1,33,F3
12:37:16,12,37,16,45436,138,1,33,F3
12:37:17,12,37,17,45437,138,1,33,F3
12:37:18,12,37,18,45438,138,1,33,F3
12:37:19,12,37,19,45439,138,1,33,F3
12:37:20,12,37,20,45440,138,1,33,F3
12:37:21,12,37,21,45441,138,1,33,F3
12:37:22,12,37,22,45442,138,1,33,F3
12:37:23,12,37,23,45443,138,1,33,F3
12:37:24,12,37,24,45444,138,1,33,F3
12:37:25,12,37,25,45445,138,1,33,F3
12:37:26,12,37,26,45446,138,1,33,F3
12:37:27,12,37,27,45447,138,1,33,F3
12:37:28,12,37,28,45448,138,1,33,F3
12:37:29,12,37,29,45449,138,1,33,F3
12:37:30,12,37,30,45450,138,1,33,F3
12:37:31,12,37,31,45451,138,1,33,F3
12:37:32,12,37,32,45452,138,1,33,F3
12:37:33,12,37,33,45453,138,1,33,F3
12:37:34,12,37,34,45454,138,1,33,F3
12:37:35,12,37,35,45455,138,1,33,F3
12:37:36,12,37,36,45456,138,1,33,F3
12:37:37,12,37,37,45457,138,1,33,F3
12:37:38,12,37,38,45458,138,1,33,F3
12:37:39,12,37,39,45459,138,1,33,F3
12:37:40,12,37,40,45460,138,1,33,F3
12:37:41,12,37,41,45461,138,1,33,F3
12:37:42,12,37,42,45462,138,1,33,F3
12:37:43,12,37,43,45463,138,1,33,F3
12:37:44,12,37,44,45464,138,1,33,F3
12:37:45,12,37,45,45465,138,1,33,F3
12:37:46,12,37,46,45466,138,1,33,F3
12:37:47,12,37,47,45467,138,1,33,F3
12:37:48,12,37,48,45468,138,1,33,F3
12:37:49,12,37,49,45469,138,1,33,F3
12:37:50,12,37,50,45470,138,1,33,F3
12:37:51,12,37,51,45471,138,1,33,F3
12:37:52,12,37,52,45472,138,1,33,F3
12:37:53,12,37,53,45473,138,1,33,F3
12:37:54,12,37,54,45474,138,1,33,F3
12:37:55,12,37,55,45475,138,1,33,F3
12:37:56,12,37,56,45476,138,1,33,F3
12:37:57,12,37,57,45477,138,1,33,F3
12:37:58,12,37,58,45478,138,1,33,F3
12:37:59,12,37,59,45479,138,1,33,F3
12:38:00,12,38,0,45480,138,1,33,F3
12:38:01,12,38,1,45481,138,1,33,F3
12:38:02,12,38,2,45482,138,1,33,F3
12:38:03,12,38,3,45483,138,1,33,F3
12:38:04,12,38,4,45484,138,1,33,F3
12:38:05,12,38,5,45485,138,1,33,F3
12:38:06,12,38,6,45486,138,1,33,F3
12:38:07,12,38,7,45487,138,1,33,F3
12:38:08,12,38,8,45488,138,1,33,F3
12:38:09,12,38,9,45489,138,1,33,F3
12:38:10,12,38,10,45490,138,1,33,F3
12:38:11,12,38,11,45491,138,1,33,F3
12:38:12,12,38,12,45492,138,1,33,F3
12:38:13,12,38,13,45493,138,1,33,F3
12:38:14,12,38,14,45494,138,1,33,F3
12:38:15,12,38,15,45495,138,1,33,F3
12:38:16,12,38,16,45496,138,1,33,F3
12:38:17,12,38,17,45497,138,1,33,F3
12:38:18,12,38,18,45498,138,1,33,F3
12:38:19,12,38,19,45499,138,1,33,F3
12:38:20,12,38,20,45500,138,1,33,F3
12:38:21,12,38,21,45501,138,1,33,F3
12:38:22,12,38,22,45502,138,1,33,F3
12:38:23,12,38,23,45503,138,1,33,F3
12:38:24,12,38,24,45504,138,1,33,F3
12:38:25,12,38,25,45505,138,1,33,F3
12:38:26,12,38,26,45506,138,1,33,F3
12:38:27,12,38,27,45507,138,1,33,F3
12:38:28,12,38,28,45508,138,1,33,F3
12:38:29,12,38,29,45509,138,1,33,F3
12:38:30,12,38,30,45510,138,1,33,F3
12:38:31,12,38,31,45511,138,1,33,F3
12:38:32,12,38,32,45512,138,1,33,F3
12:38:33,12,38,33,45513,138,1,33,F3
12:38:34,12,38,34,45514,138,1,33,F3
12:38:35,12,38,35,45515,138,1,33,F3
12:38:36,12,38,36,45516,138,1,33,F3
12:38:37,12,38,37,45517,138,1,33,F3
12:38:38,12,38,38,45518,138,1,33,F3
12:38:39,12,38,39,45519,138,1,33,F3
12:38:40,12,38,40,45520,138,1,33,F3
12:38:41,12,38,41,45521,138,1,33,F3
12:38:42,12,38,42,45522,138,1,33,F3
12:38:43,12,38,43,45523,138,1,33,F3
12:38:44,12,38,44,45524,138,1,33,F3
12:38:45,12,38,45,45525,138,1,33,F3
12:38:46,12,38,46,45526,138,1,33,F3
12:38:47,12,38,47,45527,138,1,33,F3
12:38:48,12,38,48,45528,138,1,33,F3
12:38:49,12,38,49,45529,138,1,33,F3
12:38:50,12,38,50,45530,138,1,33,F3
12:38:51,12,38,51,45531,138,1,33,F3
12:38:52,12,38,52,45532,138,1,33,F3
12:38:53,12,38,53,45533,138,1,33,F3
12:38:54,12,38,54,45534,138,1,33,F3
12:38:55,12,38,55,45535,138,1,33,F3
12:38:56,12,38,56,45536,138,1,33,F3
12:38:57,12,38,57,45537,138,1,33,F3
12:38:58,12,38,58,45538,138,1,33,F3
12:38:59,12,38,59,45539,138,1,33,F3
12:39:00,12,39,0,45540,138,1,33,F3
12:39:01,12,39,1,45541,138,1,33,F3
12:39:02,12,39,2,45542,138,1,33,F3
12:39:03,12,39,3,45543,138,1,33,F3
12:39:04,12,39,4,45544,138,1,33,F3
12:39:05,12,39,5,45545,138,1,33,F3
12:39:06,12,39,6,45546,138,1,33,F3
12:39:07,12,39,7,45547,138,1,33,F3
12:39:08,12,39,8,45548,138,1,33,F3
12:39:09,12,39,9,45549,138,1,33,F3
12:39:10,12,39,10,45550,138,1,33,F3
12:39:11,12,39,11,45551,138,1,33,F3
12:39:12,12,39,12,45552,138,1,33,F3
12:39:13,12,39,13,45553,138,1,33,F3
12:39:14,12,39,14,45554,138,1,33,F3
12:39:15,12,39,15,45555,138,1,33,F3
12:39:16,12,39,16,45556,138,1,33,F3
12:39:17,12,39,17,45557,138,1,33,F3
12:39:18,12,39,18,45558,138,1,33,F3
12:39:19,12,39,19,45559,138,1,33,F3
12:39:20,12,39,20,45560,138,1,33,F3
12:39:21,12,39,21,45561,138,1,33,F3
12:39:22,12,39,22,45562,138,1,33,F3
12:39:23,12,39,23,45563,138,1,33,F3
12:39:24,12,39,24,45564,138,1,33,F3
12:39:25,12,39,25,45565,138,1,33,F3
12:39:26,12,39,26,45566,138,1,33,F3
12:39:27,12,39,27,45567,138,1,33,F3
12:39:28,12,39,28,45568,138,1,33,F3
12:39:29,12,39,29,45569,138,1,33,F3
12:39:30,12,39,30,45570,138,1,33,F3
12:39:31,12,39,31,45571,138,1,33,F3
12:39:32,12,39,32,45572,138,1,33,F3
12:39:33,12,39,33,45573,138,1,33,F3
12:39:34,12,39,34,45574,138,1,33,F3
12:39:35,12,39,35,45575,138,1,33,F3
12:39:36,12,39,36,45576,138,1,33,F3
12:39:37,12,39,37,45577,138,1,33,F3
12:39:38,12,39,38,45578,138,1,33,F3
12:39:39,12,39,39,45579,138,1,33,F3
12:39:40,12,39,40,45580,138,1,33,F3
12:39:41,12,39,41,45581,138,1,33,F3
12:39:42,12,39,42,45582,138,1,33,F3
12:39:43,12,39,43,45583,138,1,33,F3
12:39:44,12,39,44,45584,138,1,33,F3
12:39:45,12,39,45,45585,138,1,33,F3
12:39:46,12,39,46,45586,138,1,33,F3
12:39:47,12,39,47,45587,138,1,33,F3
12:39:48,12,39,48,45588,138,1,33,F3
12:39:49,12,39,49,45589,138,1,33,F3
12:39:50,12,39,50,45590,138,1,33,F3
12:39:51,12,39,51,45591,138,1,33,F3
12:39:52,12,39,52,45592,138,1,33,F3
12:39:53,12,39,53,45593,138,1,33,F3
12:39:54,12,39,54,45594,138,1,33,F3
12:39:55,12,39,55,45595,138,1,33,F3
12:39:56,12,39,56,45596,138,1,33,F3
12:39:57,12,39,57,45597,138,1,33,F3
12:39:58,12,39,58,45598,138,1,33,F3
12:39:59,12,39,59,45599,138,1,33,F3
12:40:00,12,40,0,45600,138,1,33,F3
12:40:01,12,40,1,45601,138,1,33,F3
12:40:02,12,40,2,45602,138,1,33,F3
12:40:03,12,40,3,45603,138,1,33,F3
12:40:04,12,40,4,45604,138,1,33,F3
12:40:05,12,40,5,45605,138,1,33,F3
12:40:06,12,40,6,45606,138,1,33,F3
12:40:07,12,40,7,45607,138,1,33,F3
12:40:08,12,40,8,45608,138,1,33,F3
12:40:09,12,40,9,45609,138,1,33,F3
12:40:10,12,40,10,45610,138,1,33,F3
12:40:11,12,40,11,45611,138,1,33,F3
12:40:12,12,40,12,45612,138,1,33,F3
12:40:13,12,40,13,45613,138,1,33,F3
12:40:14,12,40,14,45614,138,1,33,F3
12:40:15,12,40,15,45615,138,1,33,F3
12:40:16,12,40,16,45616,138,1,33,F3
12:40:17,12,40,17,45617,138,1,33,F3
12:40:18,12,40,18,45618,138,1,33,F3
12:40:19,12,40,19,45619,138,1,33,F3
12:40:20,12,40,20,45620,138,1,33,F3
12:40:21,12,40,21,45621,138,1,33,F3
12:40:22,12,40,22,45622,138,1,33,F3
12:40:23,12,40,23,45623,138,1,33,F3
12:40:24,12,40,24,45624,138,1,33,F3
12:40:25,12,40,25,45625,138,1,33,F3
12:40:26,12,40,26,45626,138,1,33,F3
12:40:27,12,40,27,45627,138,1,33,F3
12:40:28,12,40,28,45628,138,1,33,F3
12:40:29,12,40,29,45629,138,1,33,F3
12:40:30,12,40,30,45630,138,1,33,F3
12:40:31,12,40,31,45631,138,1,33,F3
12:40:32,12,40,32,45632,138,1,33,F3
12:40:33,12,40,33,45633,138,1,33,F3
12:40:34,12,40,34,45634,138,1,33,F3
12:40:35,12,40,35,45635,138,1,33,F3
12:40:36,12,40,36,45636,138,1,33,F3
12:40:37,12,40,37,45637,138,1,33,F3
12:40:38,12,40,38,45638,138,1,33,F3
12:40:39,12,40,39,45639,138,1,33,F3
12:40:40,12,40,40,45640,138,1,33,F3
12:40:41,12,40,41,45641,138,1,33,F3
12:40:42,12,40,42,45642,138,1,33,F3
12:40:43,12,40,43,45643,138,1,33,F3
12:40:44,12,40,44,45644,138,1,33,F3
12:40:45,12,40,45,45645,138,1,33,F3
12:40:46,12,40,46,45646,138,1,33,F3
12:40:47,12,40,47,45647,138,1,33,F3
12:40:48,12,40,48,45648,138,1,33,F3
12:40:49,12,40,49,45649,138,1,33,F3
12:40:50,12,40,50,45650,138,1,33,F3
12:40:51,12,40,51,45651,138,1,33,F3
12:40:52,12,40,52,45652,138,1,33,F3
12:40:53,12,40,53,45653,138,1,33,F3
12:40:54,12,40,54,45654,138,1,33,F3
12:40:55,12,40,55,45655,138,1,33,F3
12:40:56,12,40,56,45656,138,1,33,F3
12:40:57,12,40,57,45657,138,1,33,F3
12:40:58,12,40,58,45658,138,1,33,F3
12:40:59,12,40,59,45659,138,1,33,F3
12:41:00,12,41,0,45660,138,1,33,F3
12:41:01,12,41,1,45661,138,1,33,F3
12:41:02,12,41,2,45662,138,1,33,F3
12:41:03,12,41,3,45663,138,1,33,F3
12:41:04,12,41,4,45664,138,1,33,F3
12:41:05,12,41,5,45665,138,1,33,F3
12:41:06,12,41,6,45666,138,1,33,F3
12:41:07,12,41,7,45667,138,1,33,F3
12:41:08,12,41,8,45668,138,1,33,F3
12:41:09,12,41,9,45669,138,1,33,F3
12:41:10,12,41,10,45670,138,1,33,F3
12:41:11,12,41,11,45671,138,1,33,F3
12:41:12,12,41,12,45672,138,1,33,F3
12:41:13,12,41,13,45673,138,1,33,F3
12:41:14,12,41,14,45674,138,1,33,F3
12:41:15,12,41,15,45675,138,1,33,F3
12:41:16,12,41,16,45676,138,1,33,F3
12:41:17,12,41,17,45677,138,1,33,F3
12:41:18,12,41,18,45678,138,1,33,F3
12:41:19,12,41,19,45679,138,1,33,F3
12:41:20,12,41,20,45680,138,1,33,F3
12:41:21,12,41,21,45681,138,1,33,F3
12:41:22,12,41,22,45682,138,1,33,F3
12:41:24,12,41,23,45683,138,1,33,F3
12:41:24,12,41,24,45684,138,1,33,F3
12:41:26,12,41,25,45685,138,1,33,F3
12:41:26,12,41,26,45686,138,1,33,F3
12:41:27,12,41,27,45687,138,1,33,F3
12:41:28,12,41,28,45688,138,1,33,F3
12:41:30,12,41,29,45689,138,1,33,F3
12:41:31,12,41,30,45690,138,1,33,F3
12:41:31,12,41,31,45691,138,1,33,F3
12:41:33,12,41,32,45692,138,1,33,F3
12:41:33,12,41,33,45693,138,1,33,F3
12:41:35,12,41,35,45695,138,2,33,F3
12:41:36,12,41,36,45696,138,1,33,F3
12:41:37,12,41,37,45697,138,1,33,F3
12:41:38,12,41,38,45698,138,1,33,F3
12:41:39,12,41,39,45699,138,1,33,F3
12:41:40,12,41,40,45700,138,1,33,F3
12:41:41,12,41,41,45701,138,1,33,F3
12:41:42,12,41,42,45702,138,1,33,F3
12:41:43,12,41,43,45703,138,1,33,F3
12:41:44,12,41,44,45704,138,1,33,F3
12:41:45,12,41,45,45705,138,1,33,F3
12:41:46,12,41,46,45706,138,1,33,F3
12:41:47,12,41,47,45707,138,1,33,F3
12:41:48,12,41,48,45708,138,1,33,F3
12:41:49,12,41,49,45709,138,1,33,F3
12:41:50,12,41,50,45710,138,1,33,F3
12:41:51,12,41,51,45711,138,1,33,F3
12:41:52,12,41,52,45712,138,1,33,F3
12:41:53,12,41,53,45713,138,1,33,F3
12:41:54,12,41,54,45714,138,1,33,F3
12:41:55,12,41,55,45715,138,1,33,F3
12:41:56,12,41,56,45716,138,1,33,F3
12:41:57,12,41,57,45717,138,1,33,F3
12:41:58,12,41,58,45718,138,1,33,F3
12:41:59,12,41,59,45719,138,1,33,F3
12:42:00,12,42,0,45720,138,1,33,F3
12:42:01,12,42,1,45721,138,1,33,F3
12:42:02,12,42,2,45722,138,1,33,F3
12:42:03,12,42,3,45723,138,1,33,F3
12:42:04,12,42,4,45724,138,1,33,F3
12:42:05,12,42,5,45725,138,1,33,F3
12:42:06,12,42,6,45726,138,1,33,F3
12:42:07,12,42,7,45727,138,1,33,F3
12:42:08,12,42,8,45728,138,1,33,F3
12:42:09,12,42,9,45729,138,1,33,F3
12:42:10,12,42,10,45730,138,1,33,F3
12:42:11,12,42,11,45731,138,1,33,F3
12:42:12,12,42,12,45732,138,1,33,F3
12:42:13,12,42,13,45733,138,1,33,F3
12:42:14,12,42,14,45734,138,1,33,F3
12:42:15,12,42,15,45735,138,1,33,F3
12:42:16,12,42,16,45736,138,1,33,F3
12:42:17,12,42,17,45737,138,1,33,F3
12:42:18,12,42,18,45738,138,1,33,F3
12:42:19,12,42,19,45739,138,1,33,F3
12:42:20,12,42,20,45740,138,1,33,F3
12:42:21,12,42,21,45741,138,1,33,F3
12:42:22,12,42,22,45742,138,1,33,F3
12:42:23,12,42,23,45743,138,1,33,F3
12:42:24,12,42,24,45744,138,1,33,F3
12:42:25,12,42,25,45745,138,1,33,F3
12:42:26,12,42,26,45746,138,1,33,F3
12:42:27,12,42,27,45747,138,1,33,F3
12:42:28,12,42,28,45748,138,1,33,F3
12:42:29,12,42,29,45749,138,1,33,F3
12:42:30,12,42,30,45750,138,1,33,F3
12:42:31,12,42,31,45751,138,1,33,F3
12:42:32,12,42,32,45752,138,1,33,F3
12:42:33,12,42,33,45753,138,1,33,F3
12:42:34,12,42,34,45754,138,1,33,F3
12:42:35,12,42,35,45755,138,1,33,F3
12:42:36,12,42,36,45756,138,1,33,F3
12:42:37,12,42,37,45757,138,1,33,F3
12:42:38,12,42,38,45758,138,1,33,F3
12:42:39,12,42,39,45759,138,1,33,F3
12:42:40,12,42,40,45760,138,1,33,F3
12:42:41,12,42,41,45761,138,1,33,F3
12:42:42,12,42,42,45762,138,1,33,F3
12:42:43,12,42,43,45763,138,1,33,F3
12:42:44,12,42,44,45764,138,1,33,F3
12:42:45,12,42,45,45765,138,1,33,F3
12:42:46,12,42,46,45766,138,1,33,F3
12:42:47,12,42,47,45767,138,1,33,F3
12:42:48,12,42,48,45768,138,1,33,F3
12:42:49,12,42,49,45769,138,1,33,F3
12:42:50,12,42,50,45770,138,1,33,F3
12:42:51,12,42,51,45771,138,1,33,F3
12:42:52,12,42,52,45772,138,1,33,F3
12:42:53,12,42,53,45773,138,1,33,F3
12:42:54,12,42,54,45774,138,1,33,F3
12:42:55,12,42,55,45775,138,1,33,F3
12:42:56,12,42,56,45776,138,1,33,F3
12:42:57,12,42,57,45777,138,1,33,F3
12:42:58,12,42,58,45778,138,1,33,F3
12:42:59,12,42,59,45779,138,1,33,F3
12:43:00,12,43,0,45780,138,1,33,F3
12:43:01,12,43,1,45781,138,1,33,F3
12:43:02,12,43,2,45782,138,1,33,F3
12:43:03,12,43,3,45783,138,1,33,F3
12:43:04,12,43,4,45784,138,1,33,F3
12:43:05,12,43,5,45785,138,1,33,F3
12:43:06,12,43,6,45786,138,1,33,F3
12:43:07,12,43,7,45787,138,1,33,F3
12:43:08,12,43,8,45788,138,1,33,F3
12:43:09,12,43,9,45789,138,1,33,F3
12:43:10,12,43,10,45790,138,1,33,F3
12:43:11,12,43,11,45791,138,1,33,F3
12:43:12,12,43,12,45792,138,1,33,F3
12:43:13,12,43,13,45793,138,1,33,F3
12:43:14,12,43,14,45794,138,1,33,F3
12:43:15,12,43,15,45795,138,1,33,F3
12:43:16,12,43,16,45796,138,1,33,F3
12:43:17,12,43,17,45797,138,1,33,F3
12:43:18,12,43,18,45798,138,1,33,F3
12:43:19,12,43,19,45799,138,1,33,F3
12:43:20,12,43,20,45800,138,1,33,F3
12:43:21,12,43,21,45801,138,1,33,F3
12:43:22,12,43,22,45802,138,1,33,F3
12:43:23,12,43,23,45803,138,1,33,F3
12:43:24,12,43,24,45804,138,1,33,F3
12:43:25,12,43,25,45805,138,1,33,F3
12:43:26,12,43,26,45806,138,1,33,F3
12:43:27,12,43,27,45807,138,1,33,F3
12:43:28,12,43,28,45808,138,1,33,F3
12:43:29,12,43,29,45809,138,1,33,F3
12:43:30,12,43,30,45810,138,1,33,F3
12:43:31,12,43,31,45811,138,1,33,F3
12:43:32,12,43,32,45812,138,1,33,F3
12:43:33,12,43,33,45813,138,1,33,F3
12:43:34,12,43,34,45814,138,1,33,F3
12:43:35,12,43,35,45815,138,1,33,F3
12:43:36,12,43,36,45816,138,1,33,F3
12:43:37,12,43,37,45817,138,1,33,F3
12:43:38,12,43,38,45818,138,1,33,F3
12:43:39,12,43,39,45819,138,1,33,F3
12:43:40,12,43,40,45820,138,1,33,F3
12:43:41,12,43,41,45821,138,1,33,F3
12:43:42,12,43,42,45822,138,1,33,F3
12:43:43,12,43,43,45823,138,1,33,F3
12:43:44,12,43,44,45824,138,1,33,F3
12:43:45,12,43,45,45825,138,1,33,F3
12:43:46,12,43,46,45826,138,1,33,F3
12:43:47,12,43,47,45827,138,1,33,F3
12:43:48,12,43,48,45828,138,1,33,F3
12:43:49,12,43,49,45829,138,1,33,F3
12:43:50,12,43,50,45830,138,1,33,F3
12:43:51,12,43,51,45831,138,1,33,F3
12:43:52,12,43,52,45832,138,1,33,F3
12:43:53,12,43,53,45833,138,1,33,F3
12:43:54,12,43,54,45834,138,1,33,F3
12:43:55,12,43,55,45835,138,1,33,F3
12:43:56,12,43,56,45836,138,1,33,F3
12:43:57,12,43,57,45837,138,1,33,F3
12:43:58,12,43,58,45838,138,1,33,F3
12:43:59,12,43,59,45839,138,1,33,F3
12:44:00,12,44,0,45840,138,1,33,F3
12:44:01,12,44,1,45841,138,1,33,F3
12:44:02,12,44,2,45842,138,1,33,F3
12:44:03,12,44,3,45843,138,1,33,F3
12:44:04,12,44,4,45844,138,1,33,F3
12:44:05,12,44,5,45845,138,1,33,F3
12:44:06,12,44,6,45846,138,1,33,F3
12:44:07,12,44,7,45847,138,1,33,F3
12:44:08,12,44,8,45848,138,1,33,F3
12:44:09,12,44,9,45849,138,1,33,F3
12:44:10,12,44,10,45850,138,1,33,F3
12:44:11,12,44,11,45851,138,1,33,F3
12:44:12,12,44,12,45852,138,1,33,F3
12:44:13,12,44,13,45853,138,1,33,F3
12:44:14,12,44,14,45854,138,1,33,F3
12:44:15,12,44,15,45855,138,1,33,F3
12:44:16,12,44,16,45856,138,1,33,F3
12:44:17,12,44,17,45857,138,1,33,F3
12:44:18,12,44,18,45858,138,1,33,F3
12:44:19,12,44,19,45859,138,1,33,F3
12:44:20,12,44,20,45860,138,1,33,F3
12:44:21,12,44,21,45861,138,1,33,F3
12:44:22,12,44,22,45862,138,1,33,F3
12:44:23,12,44,23,45863,138,1,33,F3
12:44:24,12,44,24,45864,138,1,33,F3
12:44:25,12,44,25,45865,138,1,33,F3
12:44:26,12,44,26,45866,138,1,33,F3
12:44:27,12,44,27,45867,138,1,33,F3
12:44:28,12,44,28,45868,138,1,33,F3
12:44:29,12,44,29,45869,138,1,33,F3
12:44:30,12,44,30,45870,138,1,33,F3
12:44:31,12,44,31,45871,138,1,33,F3
12:44:32,12,44,32,45872,138,1,33,F3
12:44:33,12,44,33,45873,138,1,33,F3
12:44:34,12,44,34,45874,138,1,33,F3
12:44:35,12,44,35,45875,138,1,33,F3
12:44:36,12,44,36,45876,138,1,33,F3
12:44:37,12,44,37,45877,138,1,33,F3
12:44:38,12,44,38,45878,138,1,33,F3
12:44:39,12,44,39,45879,138,1,33,F3
12:44:40,12,44,40,45880,138,1,33,F3
12:44:41,12,44,41,45881,138,1,33,F3
12:44:42,12,44,42,45882,138,1,33,F3
12:44:43,12,44,43,45883,138,1,33,F3
12:44:44,12,44,44,45884,138,1,33,F3
12:44:45,12,44,45,45885,138,1,33,F3
12:44:46,12,44,46,45886,138,1,33,F3
12:44:47,12,44,47,45887,138,1,33,F3
12:44:48,12,44,48,45888,138,1,33,F3
12:44:49,12,44,49,45889,138,1,33,F3
12:44:50,12,44,50,45890,138,1,33,F3
12:44:51,12,44,51,45891,138,1,33,F3
12:44:52,12,44,52,45892,138,1,33,F3
12:44:53,12,44,53,45893,138,1,33,F3
12:44:54,12,44,54,45894,138,1,33,F3
12:44:55,12,44,55,45895,138,1,33,F3
12:44:56,12,44,56,45896,138,1,33,F3
12:44:57,12,44,57,45897,138,1,33,F3
12:44:58,12,44,58,45898,138,1,33,F3
12:44:59,12,44,59,45899,138,1,33,F3
12:45:00,12,45,0,45900,138,1,33,F3
12:45:01,12,45,1,45901,138,1,33,F3
12:45:02,12,45,2,45902,138,1,33,F3
12:45:03,12,45,3,45903,138,1,33,F3
12:45:04,12,45,4,45904,138,1,33,F3
12:45:05,12,45,5,45905,138,1,33,F3
12:45:06,12,45,6,45906,138,1,33,F3
12:45:07,12,45,7,45907,138,1,33,F3
12:45:08,12,45,8,45908,138,1,33,F3
12:45:09,12,45,9,45909,138,1,33,F3
12:45:10,12,45,10,45910,138,1,33,F3
12:45:11,12,45,11,45911,138,1,33,F3
12:45:12,12,45,12,45912,138,1,33,F3
12:45:13,12,45,13,45913,138,1,33,F3
12:45:14,12,45,14,45914,138,1,33,F3
12:45:15,12,45,15,45915,138,1,33,F3
12:45:16,12,45,16,45916,138,1,33,F3
12:45:17,12,45,17,45917,138,1,33,F3
12:45:18,12,45,18,45918,138,1,33,F3
12:45:19,12,45,19,45919,138,1,33,F3
12:45:20,12,45,20,45920,138,1,33,F3
12:45:21,12,45,21,45921,138,1,33,F3
12:45:22,12,45,22,45922,138,1,33,F3
12:45:23,12,45,23,45923,138,1,33,F3
12:45:24,12,45,24,45924,138,1,33,F3
12:45:25,12,45,25,45925,138,1,33,F3
12:45:26,12,45,26,45926,138,1,33,F3
12:45:27,12,45,27,45927,138,1,33,F3
12:45:28,12,45,28,45928,138,1,33,F3
12:45:29,12,45,29,45929,138,1,33,F3
12:45:30,12,45,30,45930,138,1,33,F3
12:45:31,12,45,31,45931,138,1,33,F3
12:45:32,12,45,32,45932,138,1,33,F3
12:45:33,12,45,33,45933,138,1,33,F3
12:45:34,12,45,34,45934,138,1,33,F3
12:45:35,12,45,35,45935,138,1,33,F3
12:45:36,12,45,36,45936,138,1,33,F3
12:45:37,12,45,37,45937,138,1,33,F3
12:45:38,12,45,38,45938,138,1,33,F3
12:45:39,12,45,39,45939,138,1,33,F3
12:45:40,12,45,40,45940,138,1,33,F3
12:45:41,12,45,41,45941,138,1,33,F3
12:45:42,12,45,42,45942,138,1,33,F3
12:45:43,12,45,43,45943,138,1,33,F3
12:45:44,12,45,44,45944,138,1,33,F3
12:45:45,12,45,45,45945,138,1,33,F3
12:45:46,12,45,46,45946,138,1,33,F3
12:45:47,12,45,47,45947,138,1,33,F3
12:45:48,12,45,48,45948,138,1,33,F3
12:45:49,12,45,49,45949,138,1,33,F3
12:45:50,12,45,50,45950,138,1,33,F3
12:45:51,12,45,51,45951,138,1,33,F3
12:45:52,12,45,52,45952,138,1,33,F3
12:45:53,12,45,53,45953,138,1,33,F3
12:45:54,12,45,54,45954,138,1,33,F3
12:45:55,12,45,55,45955,138,1,33,F3
12:45:56,12,45,56,45956,138,1,33,F3
12:45:57,12,45,57,45957,138,1,33,F3
12:45:58,12,45,58,45958,138,1,33,F3
12:45:59,12,45,59,45959,138,1,33,F3
12:46:00,12,46,0,45960,138,1,33,F3
12:46:01,12,46,1,45961,138,1,33,F3
12:46:02,12,46,2,45962,138,1,33,F3
12:46:03,12,46,3,45963,138,1,33,F3
12:46:04,12,46,4,45964,138,1,33,F3
12:46:05,12,46,5,45965,138,1,33,F3
12:46:06,12,46,6,45966,138,1,33,F3
12:46:07,12,46,7,45967,138,1,33,F3
12:46:08,12,46,8,45968,138,1,33,F3
12:46:09,12,46,9,45969,138,1,33,F3
12:46:10,12,46,10,45970,138,1,33,F3
12:46:11,12,46,11,45971,138,1,33,F3
12:46:12,12,46,12,45972,138,1,33,F3
12:46:13,12,46,13,45973,138,1,33,F3
12:46:14,12,46,14,45974,138,1,33,F3
12:46:15,12,46,15,45975,138,1,33,F3
12:46:16,12,46,16,45976,138,1,33,F3
